video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7106594312292453675,2022-06-07T23:15:29,24,US,30800,124,1437,510300,how many frogs did you find? 🐸 check out tiktok’s #Minecraft community today! @Gorillo,False,,tiktok,TikTok,88900000,6,366200000,1154,2869,True,,,
